movieId,imdbId,tmdbId,title,genres
90653,97017,82020.0,"Carpenter, The (1988)",Horror|Thriller
90662,1653700,70196.0,"Veteran, The (2011)",Action|Thriller
90664,47313,56122.0,"Gold of Naples, The (L'oro di Napoli) (1954)",Comedy
90666,475243,18865.0,Crashing (2007),Drama
90668,294279,79031.0,"Loving Father, A (Aime ton père) (2002)",Drama
90671,75140,72494.0,End of the Game (Der Richter und sein Henker) (1975),Crime|Drama|Mystery|Thriller
90673,42513,79401.0,Gone to Earth (1950),Drama|Romance
90683,313285,69217.0,Black Cadillac (2003),Horror|Thriller
90690,848577,61121.0,Colorado Avenue (2007),Drama
90693,193171,28414.0,"Sunday Day in Hell, A (En forårsdag i Helvede) (1976)",Documentary
90697,67003,83147.0,Doc (1971),Western
90700,799916,18520.0,Al Franken: God Spoke (2006),Documentary
90702,68306,27012.0,Bone (1972),Comedy
90704,64400,42605.0,Hamlet (1969),Drama
90706,77327,22396.0,"China 9, Liberty 37 (Amore, piombo e furore) (1978)",Western
90717,471042,59108.0,Tower Heist (2011),Action|Comedy|Crime
90719,1616195,88794.0,J. Edgar (2011),Drama
90730,102960,27769.0,Sometimes They Come Back (1991),Drama|Fantasy|Horror|Thriller
90738,1646980,73499.0,"Double, The (2011)",Action|Crime|Drama|Mystery|Thriller
90741,473464,14127.0,Cherry Crush (2007),Drama|Thriller
90744,66540,49411.0,WUSA (1970),Drama
90746,983193,17578.0,"Adventures of Tintin, The (2011)",Action|Animation|Mystery|IMAX
90748,50805,60387.0,Operation Mad Ball (1957),Comedy|War
90751,1535612,74536.0,"Son of No One, The (2011)",Action|Crime|Thriller
90753,1368491,52799.0,Undertow (Contracorriente) (2009),Drama|Romance
90769,1510934,40658.0,Starsuckers (2009),Documentary
90775,1446069,525641.0,Flicker (2009),Horror
90777,892904,39450.0,White on Rice (2009),Comedy
90795,1781843,95448.0,"Exercice de l'État, L' (2011)",Drama
90806,70684,36261.0,"Heroic Ones, The (Shi san tai bao) (1970)",Action|Drama
90809,1847731,65229.0,Tomboy (2011),Drama
90811,1016307,25656.0,Glasses (Megane) (2007),Comedy|Drama
90813,110958,64347.0,See How They Fall (Regarde les hommes tomber) (1994),Drama
90815,815092,6360.0,Actresses (Actrices) (2007),Comedy|Drama
90817,36716,38683.0,Cobra Woman (1944),Adventure|Drama
90819,26605,157924.0,"Last Days of Pompeii, The (1935)",Adventure|Drama
90821,63527,47189.0,Capricious Summer (Rozmarné léto) (1968),Comedy
90823,112454,52472.0,Bandwagon (1996),Comedy
90825,304023,125943.0,Flower & Garnet (2002),Drama
90827,443231,40592.0,Loft (Rofuto) (2005),Horror
90843,983242,149117.0,Lavatory Lovestory (Ubornaya istoriya - lyubovnaya istoriya) (2007),Animation
90845,82357,19034.0,"Fall of the House of Usher, The (Zánik domu Usheru) (1982)",Animation
90849,53450,199072.0,Woman Obsessed (1959),Drama|Romance
90853,467506,65044.0,"Heirloom, The (Zhai Ban) (2005)",Drama|Horror
90863,1113829,75964.0,George Harrison: Living in the Material World (2011),Documentary
90866,970179,44826.0,Hugo (2011),Children|Drama|Mystery
90868,1562568,50875.0,Higher Ground (2011),Drama
90870,1674784,70578.0,Trespass (2011),Crime|Drama|Thriller
90873,88044,14673.0,Savage Streets (1984),Action|Crime|Drama|Thriller
90876,1485698,36142.0,"Dark House, The (Dom zly) (2009)",Crime|Drama|Thriller
90878,22436,109435.0,Street Scene (1931),Drama
90883,110335,56489.0,"Last Real Men, The (Die letzten Männer) (1994)",Documentary
90886,1010005,263600.0,Election Day (2007),Documentary
90888,1253864,37958.0,Immortals (2011),Action|Drama|Fantasy
90890,810913,71880.0,Jack and Jill (2011),Comedy
90895,391483,37736.0,Take Out (2004),Drama
90897,65541,185292.0,Chesty: A Tribute to a Legend (1976),Documentary
90899,1325014,75311.0,"People vs. George Lucas, The (2010)",Documentary
90903,116962,54421.0,Mahjong (Ma jiang) (1996),Comedy|Drama
90907,10821,28629.0,Eerie Tales (Unheimliche Geschichten) (1919),Fantasy|Horror|Mystery
90910,1530970,31222.0,Progression (2009),Adventure|Documentary
90912,1234550,26738.0,Rage (2009),Drama
90914,1270262,62630.0,"Devil's Double, The (2011)",Action|Drama
90916,1748197,70586.0,Setup (Set Up) (2011),Action|Crime|Drama
90929,1660379,84427.0,House of Tolerance (2011),Drama
90931,1718776,94336.0,Beats Being Dead (Dreileben - Etwas Besseres als den Tod) (2011),Drama
90933,1700844,51994.0,"Deep Blue Sea, The (2011)",Drama|Romance
90935,157124,47099.0,Killer (Tueur à gages) (1998),Action|Crime|Thriller
90937,311750,121462.0,My Mother and Her Guest (Sarangbang sonnimgwa eomeoni) (1961),Drama
90939,1712159,51248.0,11-11-11 (11-11-11: The Prophecy) (2011),Horror|Thriller
90943,1972663,77365.0,Into the Abyss (2011),Documentary
90945,685628,94174.0,"Sign of Four, The (1987)",Adventure|Crime|Drama
90947,1736633,75233.0,"Oslo, August 31st (Oslo, 31. august) (2011)",Drama
90949,1284576,12428.0,Paper Soldier (Bumazhnyy soldat) (2008),Drama|Romance
90951,71890,4790.0,"Nada Gang, The (Nada) (1974)",Thriller
90953,758799,17495.0,Whatever Lola Wants (2007),Drama
90958,85390,80607.0,Daffy Duck's Movie: Fantastic Island (1983),Animation|Children|Comedy
90960,27200,61985.0,Westward Ho (1935),Drama|Western
90963,1787816,53328.0,"Last Mountain, The (2011)",Documentary
90965,1667691,65831.0,Sasha (Sascha) (2010),Comedy|Drama
91007,1637687,72875.0,I Want to Be a Soldier (2011),Drama
91010,1719071,60422.0,Another Happy Day (2011),Drama
91012,42247,238616.0,"Big Hangover, The (1950)",Comedy
91014,1533749,55292.0,Shaolin (Xin shao lin si) (2011),Action|Drama
91026,67119,40350.0,Fright (1972),Crime|Horror|Thriller
91028,51016,43252.0,"Story of Mankind, The (1957)",Drama|Fantasy
91031,48806,114975.0,Wichita (1955),Action|Romance|Western
91035,1181614,9364.0,Wuthering Heights (2011),Drama
91037,70078,48014.0,From Beyond the Grave (Creatures) (1974),Horror
91044,1714861,59206.0,LennoNYC (2010),Documentary
91046,1241329,11403.0,"River Why, The (2010)",Drama
91048,1315350,47320.0,Cherry (2010),Comedy|Drama
91054,35665,125249.0,Batman (1943),Action|Adventure|Crime|Sci-Fi|Thriller
91056,41162,93560.0,Batman and Robin (1949),Action|Adventure|Crime|Drama|Sci-Fi
91058,133033,479201.0,Make Like a Thief (Juokse kuin varas) (1964),Comedy|Crime|Thriller
91065,56165,4195.0,Bluebeard (Landru) (1963),Drama
91067,1149592,14726.0,Spy(ies) (Espion(s)) (2009),Drama|Romance|Thriller
91069,48130,4809.0,"Good Morning, Miss Dove (1955)",Drama
91071,39556,181537.0,"Late George Apley, The (1947)",Comedy
91073,23225,119564.0,Million Dollar Legs (1932),Comedy
91075,37749,35543.0,"Great Flamarion, The (1945)",Drama|Film-Noir
91077,1033575,65057.0,"Descendants, The (2011)",Comedy|Drama
91079,1758692,60420.0,Like Crazy (2011),Drama|Romance
91094,1204342,64328.0,"Muppets, The (2011)",Children|Comedy|Musical
91096,441263,10109.0,"White Dragon, The (Fei hap siu baak lung) (2004)",Action|Adventure|Fantasy|Romance
91104,1324999,50619.0,"Twilight Saga: Breaking Dawn - Part 1, The (2011)",Adventure|Drama|Fantasy|Romance
91106,82429,65002.0,Circle of Deceit (Die Fälschung) (1981),Drama|War
91108,65720,107327.0,Figures in a Landscape (1970),Thriller
91110,74184,64983.0,Barocco (1976),Crime|Drama|Romance|Thriller
91112,103843,20859.0,Blown Away (1993),Action|Drama|Romance
91126,1568911,57212.0,War Horse (2011),Drama|War
91128,376136,23514.0,"Rum Diary, The (2011)",Comedy|Drama|Thriller
91134,1655420,75900.0,My Week with Marilyn (2011),Drama
91137,31973,89086.0,Stanley and Livingstone (1939),Adventure|Drama
91140,1485762,31208.0,"Making Plans for Lena (Non ma fille, tu n'iras pas danser) (2009)",Drama
91154,141937,131914.0,"Uninvited, The (1996)",Drama|Horror|Mystery|Thriller
91161,37317,269077.0,Strange Affair (1944),Mystery
91163,37086,405280.0,Moonlight and Cactus (1944),Comedy|Musical|Western
91167,1268224,202152.0,"Inconvenient Tax, An (2011)",Documentary
91169,1217426,50036.0,Easier with Practice (2009),Drama|Romance
91179,32620,296104.0,I Was an Adventuress (1940),Comedy|Crime
91181,22335,82397.0,Safe in Hell (1931),Drama
91187,1863330,,Millhaven (2010),Animation
91189,984155,25922.0,Three Days (Tres días) (2008),Crime|Drama|Fantasy
91191,1235552,64124.0,À l'aventure (2008),Drama
91193,53740,30784.0,"Criminal, The (a.k.a. Concrete Jungle) (1960)",Crime|Drama
91195,433624,24185.0,"Wedding Director, The (Il regista di matrimoni) (2006)",Drama|Mystery
91199,1714210,79120.0,Weekend (2011),Drama|Romance
91201,94076,46770.0,"South, The (Sur) (1988)",Drama
91204,973785,22165.0,"Bridge to Nowhere, The (2009)",Crime|Drama
91206,126004,84473.0,"Iron Rose, The (Rose de fer, La) (1973)",Horror
91208,83082,83233.0,Silvestre (1982),Drama
91211,1602572,39693.0,Echoes of the Rainbow (Sui yuet san tau) (2010),Comedy|Drama|Romance
91213,874421,101124.0,Beijing Taxi (2010),Documentary
91216,1290082,61629.0,"Lebanon, Pa. (2010)",Drama
91218,25263,178452.0,Hollywood Party (1934),Comedy|Musical
91223,35751,85677.0,"Constant Nymph, The (1943)",Drama|Romance
91227,233509,21244.0,Cyclomania (2001),Drama|Romance
91229,1759871,,Enon opetukset (2011),Comedy|Drama
91231,1471195,68634.0,My Flesh My Blood (Moja krew) (2009),Drama
91233,945571,13060.0,Lifted (2006),Animation|Comedy|Sci-Fi
91235,1754141,76234.0,Living Will... (2010),Comedy
91241,1948150,70590.0,Singham (2011),Action|Drama|Romance
91243,1092634,38407.0,Shanghai (2010),Drama|Mystery|Romance
91246,1092285,125161.0,Milky Way (Tejút) (2007),(no genres listed)
91248,1079450,94509.0,"Silence Before Bach, The (Die Stille vor Bach) (2007) ",Musical
91250,1091229,20002.0,Chandni Chowk to China (2009),Action|Comedy
91253,28305,221346.0,Stage Struck (1936),Comedy|Musical
91256,276951,125700.0,Faat Kiné (2001),Comedy|Drama
91261,1239426,38336.0,Hipsters (Stilyagi) (2008),Drama|Musical|Romance
91266,1071358,15157.0,Another Cinderella Story (2008),Children|Comedy|Musical|Romance
91268,28112,173456.0,"Plough and the Stars, The (1936)",Drama
91271,117973,39463.0,Miracle at Oxford (True Blue) (1996),Drama
91273,1181795,30618.0,Bunraku (2010),Action|Drama|Fantasy
91284,93431,35841.0,"Lonely Passion of Judith Hearne, The (1987)",Drama|Romance
91286,16029,29879.0,"Little Colonel, The (1935)",Children|Comedy|Crime|Drama
91288,1525836,74135.0,Gantz: Perfect Answer (2011),Action|Mystery|Sci-Fi
91290,1668200,53457.0,Sarah's Key (Elle s'appelait Sarah) (2010),Drama
91298,831275,17155.0,Bigga Than Ben (2008),Crime|Drama
91302,1496005,51409.0,"Tree, The (2010)",Children|Drama
91304,86610,25834.0,Xtro (1983),Horror|Sci-Fi
91306,308363,47226.0,Waiting for Happiness (Heremakono) (2002),Drama
91309,1314269,19305.0,Applause (Applaus) (2009),Drama
91323,1366344,57431.0,"Sitter, The (2011)",Comedy
91325,477302,64685.0,Extremely Loud and Incredibly Close (2011),Drama
91331,46432,172908.0,Terror on a Train (Time Bomb) (1953),Thriller
91333,95276,29932.0,Hanussen (1988),Drama
91335,1461418,28118.0,"Gruffalo, The (2009)",Adventure|Animation|Children|Comedy|Drama
91337,1124388,45708.0,Play the Game (2009),Comedy|Romance
91339,405615,26985.0,"12 Dogs of Christmas, The (2005)",Children
91351,96842,11625.0,Asterix and the Big Fight (Astérix et le coup du menhir) (1989),Adventure|Animation|Children|Comedy
91353,109162,9369.0,Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),Adventure|Animation|Children|Comedy
91355,371552,9642.0,Asterix and the Vikings (Astérix et les Vikings) (2006),Adventure|Animation|Children|Comedy|Fantasy
91360,1787797,91367.0,Sing Your Song (2011),Documentary
91362,35258,79887.0,Rings on Her Fingers (1942),Comedy|Romance
91371,1640548,75622.0,Rampart (2011),Action|Crime|Drama|Thriller
91386,1402488,65759.0,Happy Feet Two (2011),Animation|Children|Comedy|IMAX
91388,83560,125769.0,Angel (1982),Drama
91391,79256,91781.0,HealtH (1980),Comedy
91393,40092,43444.0,L'amore (1948),Drama
91395,65086,66488.0,That Cold Day in the Park (1969),Drama
91414,1430607,51052.0,Arthur Christmas (2011),Animation|Children|Comedy|Drama
91416,1911600,77635.0,Miss Bala (2011),Action|Adventure|Drama|Thriller
91419,52395,80555.0,Wind Across the Everglades (1958),Drama|Romance
91421,59641,80046.0,Red Line 7000 (1965),Action|Drama
91423,71089,52661.0,99 and 44/100% Dead (1974),Action|Adventure|Comedy|Crime
91425,37330,25413.0,"Suspect, The (1944)",Drama|Thriller
91429,373653,153102.0,12 Days of Terror (2005),Drama|Horror|Thriller
91442,63297,182129.0,"Midsummer Night's Dream, A (1968)",Comedy|Fantasy|Romance
91444,171340,125506.0,Getting to Know You (1999),Comedy|Drama
91446,48570,85639.0,Run for Cover (1955),Western
91448,1119123,37721.0,Accidents Happen (2009),Comedy|Drama
91450,473102,56601.0,"Perfect Game, The (2009)",Drama
91461,1578882,57585.0,Elephant White (2011),Action|Crime|Thriller
91470,1634136,91550.0,Violet & Daisy (2011),Action|Drama
91474,1541160,62046.0,Flypaper (2011),Comedy|Crime
91483,1308729,70074.0,Bullet to the Head (2012),Action|Crime|Film-Noir
91485,1764651,76163.0,"Expendables 2, The (2012)",Action|Adventure
91488,84701,13396.0,"Snowman, The (1982)",Animation|Children|Musical
91490,1619880,46020.0,Sharktopus (2010),Action|Horror|Sci-Fi
91492,36628,43546.0,Bathing Beauty (1944),Comedy|Musical
91494,17540,111607.0,What Price Glory (1926),Comedy|Drama|War
91500,1392170,70160.0,The Hunger Games (2012),Action|Adventure|Drama|Sci-Fi|Thriller
91503,5529,174593.0,Blind Justice (Hævnens nat) (1916),Drama|Mystery|Thriller
91505,1216520,59457.0,Clone (Womb) (2010),Drama|Romance|Sci-Fi
91509,1602500,38264.0,Fire of Conscience (For lung) (2010),Action|Crime|Mystery|Thriller
91511,195256,112698.0,"Goddess, The (Shen nu) (1934)",Drama
91513,60543,77381.0,Intimate Lighting (Intimni osvetleni) (1965),Comedy|Drama
91515,28331,87911.0,Sweeney Todd: The Demon Barber of Fleet Street (1936),Crime|Horror
91517,98486,15736.0,"Death King, The (Der Todesking) (1990)",Drama|Horror
91529,1345836,49026.0,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX
91531,92306,83229.0,Hovering Over the Water (À Flor do Mar) (1986),Drama|Romance
91533,60482,36662.0,Dacii (1967),Drama|War
91535,1194173,49040.0,"Bourne Legacy, The (2012)",Action|Adventure|Drama|Thriller|IMAX
91537,485241,1254.0,"Don't Worry, I'm Fine (Je vais bien, ne t'en fais pas) (2006)",Drama
91540,1691920,75345.0,I Melt with You (2011),Drama
91542,1515091,58574.0,Sherlock Holmes: A Game of Shadows (2011),Action|Adventure|Comedy|Crime|Mystery|Thriller
91548,1687247,66150.0,Life in a Day (2011),Documentary|Drama
91554,154467,278822.0,Evidence of Blood (1998),Crime|Drama|Mystery|Thriller
91556,348572,54157.0,"Cost of Living, The (Le coût de la vie) (2003)",Comedy
91558,113077,26824.0,Flamenco (de Carlos Saura) (1995),Musical
91560,1706596,73448.0,"Funny Man, A (Dirch) (2011)",Drama
91562,6886,56801.0,Judex (1916),Adventure
91564,190882,25653.0,Wild Animals (Yasaeng dongmul bohoguyeog) (1997),Crime|Drama
91566,208178,104465.0,Sasayaki (a.k.a. Moonlight Whispers) (Gekkô no sasayaki) (1999),Drama|Romance
91571,1372686,101173.0,Coriolanus (2011),Drama|Thriller
91573,1742023,103597.0,Americano (2011),Drama
91582,61024,39287.0,Stagecoach (1966),Western
91586,295168,22075.0,Angelus (2000),Comedy|Drama
91589,49783,46741.0,"Forty-first, The (Sorok pervyy) (1956)",Drama|Romance|War
91591,71788,42450.0,Macon County Line (1974),Action|Drama
91593,920460,54900.0,Gitmek: My Marlon and Brando (Gitmek: Benim Marlon ve Brandom) (2008),Drama|Romance|War
91595,1334555,61896.0,Prom Night in Mississippi (2009),Documentary
91597,1667905,83552.0,This Is Not a Film (In film nist) (2011),Documentary
91599,43699,125264.0,Carmen Comes Home (Karumen kokyo ni kaeru) (1951),Comedy
91601,1666168,89456.0,Outside Satan (Hors Satan) (2011),Drama
91603,1865357,118204.0,"Student, The (El estudiante) (2011)",Drama
91605,1294212,119425.0,Shit Year (2010),Drama
91610,1113827,17775.0,Toronto Stories (2008),Drama
91612,436091,70955.0,Backstage (2005),Drama
91615,872245,20186.0,Better Things (2008),Drama
91617,310313,99642.0,"New Life, A (La vie nouvelle) (2002)",Drama
91619,82241,123712.0,"Why Are the Bells Ringing, Mitica? (a.k.a. Carnival Scenes) (De ce trag clopotele, Mitica?) (1981)",Comedy
91622,1625346,57157.0,Young Adult (2011),Comedy|Drama
91624,995857,30245.0,Mr Bones 2: Back from the Past (2008),Comedy
91626,1536410,70577.0,Faces in the Crowd (2011),Crime|Drama|Mystery
91628,1598822,62838.0,New Year's Eve (2011),Comedy|Romance
91630,1229238,56292.0,Mission: Impossible - Ghost Protocol (2011),Action|Adventure|Thriller|IMAX
91632,231626,,G.I. Joe: A Real American Hero (G.I. Joe: The MASS Device) (1983),Action|Animation
91634,231627,262475.0,G.I. Joe: The Revenge of Cobra (1984),Action|Animation
91653,1389137,74465.0,We Bought a Zoo (2011),Comedy|Drama
91655,44370,40693.0,April in Paris (1952),Comedy|Musical|Romance
91658,1568346,65754.0,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller
91660,1093357,71469.0,"Darkest Hour, The (2011)",Action|Horror|Sci-Fi|Thriller
91664,1459052,45320.0,Picture Me: A Model's Diary (2009),Documentary
91666,42665,16939.0,Last Holiday (1950),Comedy|Drama|Romance
91671,1615918,55301.0,Alvin and the Chipmunks: Chipwrecked (2011),Animation|Comedy
91673,1602098,73873.0,Albert Nobbs (2011),Drama
91681,1512685,52274.0,"Julia's Eyes (Ojos de Julia, Los) (2010)",Horror|Thriller
91683,1709695,378477.0,Metrobranding (2010),Documentary
91688,1251743,51995.0,Salvation Boulevard (2011),Comedy|Thriller
91690,1720616,80038.0,Friends with Kids (2011),Comedy
91692,48119,82203.0,"Girl in the Red Velvet Swing, The (1955)",Crime|Drama|Romance
91694,1634121,63207.0,Intruders (2011),Horror|Thriller
91697,40695,25688.0,Pitfall (1948),Film-Noir
91707,1714209,79777.0,In the Land of Blood and Honey (2011),Drama|Romance|War
91709,23101,84505.0,Kongo (1932),Drama|Horror
91711,41871,25915.0,Shockproof (1949),Crime|Drama|Film-Noir
91713,29940,111100.0,Boy Meets Girl (1938),Comedy
91715,64679,85942.0,Model Shop (1969),Drama
91718,22725,58192.0,Broken Lullaby (1932),Drama
91727,29675,52359.0,"Toast of New York, The (1937)",Comedy|Drama|War
91729,34269,75315.0,Texas (1941),Drama|Romance|Western
91741,366416,2349.0,Peas at 5:30 (Erbsen auf halb 6) (2004),Comedy|Drama|Romance
91743,1153053,46641.0,Today's Special (2009),Comedy
91745,1590295,92464.0,Brutal Beauty: Tales of the Rose City Rollers (2010),Documentary
91747,1226036,,G.I. Joe: Operation Dragonfire (1989),Action|Animation
91749,1303833,24986.0,Sophie's Revenge (Fei chang wan mei) (2009),Comedy|Romance
91755,1822382,56761.0,Reagan (2011),Documentary
91757,1328875,24833.0,Santa Buddies (2009),Adventure|Children
91762,1692928,53505.0,"Last Lions, The (2011)",Documentary
91766,65895,45138.0,Machine Gun McCain (Gli intoccabili) (1969),Crime|Drama|Thriller
91768,70083,48153.0,"Outside Man, The (Un homme est mort) (1972)",Action|Crime|Drama|Thriller
91770,47370,36522.0,Private Hell 36 (1954),Crime|Drama|Film-Noir
91782,1683970,74518.0,Territories (2010) ,Crime|Horror
91784,1682246,59006.0,Girl Walks Into a Bar (2011),Comedy|Drama|Fantasy
91786,1488591,41066.0,Professor Layton and the Eternal Diva (Eiga Reiton-kyôju to eien no utahime) (2009),Action|Adventure|Animation|Mystery|Sci-Fi
91789,1656170,53100.0,Bringing Up Bobby (2011),Comedy
91793,1646131,293114.0,"Painting Sellers, The (Taulukauppiaat) (2010)",Drama
91795,1346669,116537.0,Hans (Kukkulan kuningas) (2009) ,Crime|Drama
91797,55841,118955.0,"Chapman Report, The (1962)",Comedy|Drama|Romance
91799,23486,72997.0,Skyscraper Souls (1932),Drama|Romance
91805,1954598,82698.0,Ladies vs. Ricky Bahl (2011),Comedy|Drama
91808,1233334,73939.0,Pariah (2011),Drama
91821,251282,13247.0,"Muppet Family Christmas, A (1987)",Children|Comedy|Musical
91823,1702433,50393.0,Kung Fu Panda Holiday Special (2010),Animation|Children|Comedy
91826,1151410,71866.0,Tanner Hall (2009),Drama
91829,1880418,72766.0,Newlyweds (2011),Drama
91831,1560985,76487.0,"Devil Inside, The (2012)",Horror|Thriller
91834,1781781,74523.0,Born to Race (2011),Action
91840,1450330,76785.0,Roadie (2011),Comedy|Drama
91842,1524137,77866.0,Contraband (2012),Action|Crime|Drama|Thriller
91844,871510,14163.0,Chak De India! (2007),Drama
91852,59491,74878.0,"Métamorphose des cloportes, La (1965)",Comedy|Crime
91854,17119,72821.0,Mantrap (1926),Comedy
91856,100308,389854.0,"Last Ferry, The (Ostatni prom) (1989)",Drama
91858,64356,43984.0,"Cow, The (Gaav) (1969)",Drama
91860,83318,269963.0,"Way South, The (De weg naar het zuiden) (1981)",Documentary
91862,140336,148503.0,Local Color (1977),Drama
91866,1781775,78461.0,Beneath the Darkness (2011),Thriller
91869,1787660,75301.0,Being Elmo: A Puppeteer's Journey (2011),Documentary
91871,29044,112655.0,Idol of the Crowds (1937),Drama|Romance
91873,1710396,63574.0,Joyful Noise (2012),Comedy|Musical
91880,410316,37006.0,My Best Enemy (Mi mejor enemigo) (2005),Drama|War
91882,1424361,95538.0,To Die Like a Man (Morrer Como Um Homem) (2009),Drama|Fantasy|Musical
91884,63569,184795.0,"Sea Gull, The (1968)",Drama|Romance
91886,1564349,62837.0,Dolphin Tale (2011),Children|Drama
91888,1235830,63498.0,Chico & Rita (2010),Animation|Musical|Romance
91890,1007029,71688.0,"Iron Lady, The (2011)",Drama
91894,1219828,39072.0,Happy Tears (2009),Comedy|Drama
91896,882969,15346.0,"Golden Boys, The (2008)",Comedy|Romance
91902,1925421,78182.0,Elena (2011),Drama
91904,319685,257608.0,"House Built on Water, A (Khanei ruye ab) (2003)",Thriller
91906,1403047,81527.0,Aurora (2010),Drama
91908,1334328,53128.0,Psyhi vathia (a.k.a. Deep Soul) (2009),Drama|War
91911,1711484,65233.0,"Conquest, The (La conquête) (2011)",Drama
91914,1787758,73066.0,Mad Bastards (2010),Drama
91919,33727,31309.0,Mr. Bug Goes to Town (1941),Animation|Children|Comedy|Fantasy|Musical
91921,290591,148353.0,"Construction, The (En construcción) (2001)",Documentary
91924,243859,33684.0,"Wild Bees, The (Divoké vcely) (2001)",Comedy|Drama
91927,1176727,35156.0,"End of the Line, The (2009)",Documentary
91929,1556190,72721.0,Nostalgia for the Light (Nostalgia de la luz) (2010),Documentary|Drama
91933,1509842,162374.0,Top Floor Left Wing (Dernier étage gauche gauche) (2010),Action|Comedy|Drama
91935,1541149,72842.0,Albatross (2011),Drama
91937,1568337,79465.0,Loosies (2012),Comedy|Drama|Romance
91947,1336006,79896.0,"Revenant, The (2009)",Comedy|Horror
91952,1324055,57829.0,"Mill and the Cross, The (2011)",Drama
91954,81280,42157.0,One Trick Pony (1980),Drama
91957,1446147,57353.0,Cat Run (2011),Action|Comedy
91960,195039,84420.0,"Magic Christmas Tree, The (1964)",Children|Comedy|Fantasy
91970,1529252,47383.0,The Man Next Door (2009),Comedy|Drama
91972,1535616,38541.0,"Divide, The (2011)",Thriller
91974,1496025,52520.0,Underworld: Awakening (2012),Action|Fantasy|Horror|IMAX
91976,1601913,75174.0,"Grey, The (2012)",Action|Drama
91978,1568338,49527.0,Man on a Ledge (2012),Crime|Thriller
91981,1726738,55741.0,Sacrifice (Zhao shi gu er) (2010),Drama
91983,1604115,68861.0,"Hustlers, The (Veijarit) (2010)",Comedy|Drama
91987,1788461,84407.0,"Pruitt-Igoe Myth, The (2011)",Documentary|Drama
91991,80739,124210.0,First Family (1980),Comedy
91993,54614,37038.0,All Night Long (1962),Drama
91995,47041,72313.0,Gorilla at Large (1954),Mystery|Thriller
91997,1031243,8368.0,"Garden of Eden, The (2008)",Drama
92001,49856,60938.0,Time Without Pity (1957),Crime|Drama|Mystery
92004,380311,145594.0,Chill Out! (Descongélate!) (2003),Comedy|Drama
92006,1550524,58194.0,White Irish Drinkers (2010),Drama
92008,1506999,70435.0,Haywire (2011),Action|Thriller
92010,1821362,66118.0,Case départ (2011),Comedy
92023,44825,26283.0,"Las Vegas Story, The (1952)",Crime|Drama|Film-Noir
92025,44938,260064.0,My Man and I (1952),Drama
92027,24539,105548.0,Secrets (1933),Western
92029,53441,110139.0,Westbound (1959),Western
92032,69989,94741.0,"Don Is Dead, The (1973)",Action|Crime|Drama|Thriller
92046,780002,31337.0,Contact High (2009),Comedy
92048,896872,65760.0,"Whistleblower, The (2010)",Drama|Thriller
92058,1530509,74997.0,"Human Centipede II (Full Sequence), The (2011)",Horror
92062,118915,75579.0,Dad Savage (1998),Crime|Thriller
92064,30996,45971.0,You and Me (1938),Crime|Romance
92079,207907,60364.0,"Nazis: A Warning from History, The (1997)",Documentary|War
92083,1156470,28632.0,Zen (2009),Drama
92085,100963,47648.0,King of Beggars (Mo jong yuen So Hat-Yi) (1992),Action|Comedy|Drama
92087,43743,176146.0,"Light Touch, The (1952)",Crime|Drama
92094,995036,15044.0,Einstein and Eddington (2008),Drama
92096,1442571,34179.0,14 Blades (Jin yi wei) (2010),Action|Drama
92099,387357,35250.0,"Locals, The (2003)",Horror|Thriller
92102,62767,32831.0,"Buona Sera, Mrs. Campbell (1968)",Comedy
92104,57069,42990.0,40 Pounds of Trouble (1962),Comedy
92106,1747924,65892.0,My Future Boyfriend (2011),Comedy|Romance|Sci-Fi
92118,91355,78450.0,"Terrorizers, The (Kong bu fen zi) (1986)",Drama
92120,1926992,87408.0,Good Bye (Bé omid é didar) (2011),Drama
92122,1695405,82321.0,"Loneliest Planet, The (2011)",Thriller
92124,94745,115150.0,Images of the World and the Inscription of War (Bilder der Welt und Inschrift des Krieges) (1989),Documentary|War
92126,1978447,96888.0,Policeman (Ha-shoter) (2011),Drama
92128,1519635,102809.0,Disorder (2009),Documentary
92130,67467,86732.0,Red Psalm (Még kér a nép) (1972),Drama|Musical|War
92132,5960,86081.0,Regeneration (1915),Crime|Drama|Romance
92134,290423,123690.0,"Afternoon of a Torturer, The (Dupa-amiaza unui tortionar) (2001)",Drama
92136,69027,63230.0,We Won't Grow Old Together (Nous ne vieillirons pas ensemble) (1972),Drama
92152,1650407,62564.0,"Turn Me On, Dammit! (Få meg på, for faen) (2011)",Comedy
92154,1437357,77560.0,Faust (2011),Drama
92156,1714886,56815.0,Post Mortem (2010),Drama
92159,303325,25621.0,Decasia: The State of Decay (2002),Documentary
92161,393956,24870.0,Viva (2007),Comedy|Drama|Musical
92163,1056422,25774.0,Fados (2007),Documentary|Musical
92165,1426362,58251.0,Go Get Some Rosemary (Daddy Longlegs) (2009),Comedy|Drama
92167,147192,125316.0,Praise (1998),Drama
92169,1263704,97394.0,Stanley Kubrick's Boxes (2008),Documentary
92172,68629,21613.0,Street Mobster (a.k.a. Modern Yakuza: Outlaw Killer) (Gendai yakuza: hito-kiri yota) (1972),Action|Crime
